289,163,177,209,191,107,135,378,0,0,0,0,0,0,0,0
174,24,293,174,24,64,0,0,0,0,0,0,0,0,0,0
164,257,254,460,0,0,0,0,0,0,0,0,0,0,0,0
334,212,-99,72,322,0,0,0,0,0,0,0,0,0,0,0
337,255,278,132,84,377,255,0,0,0,0,0,0,0,0,0
111,438,34,287,406,0,0,0,0,0,0,0,0,0,0,0
159,58,43,272,218,0,0,0,0,0,0,0,0,0,0,0
119,458,387,461,310,267,119,0,0,0,0,0,0,0,0,0
253,60,422,309,259,0,0,0,0,0,0,0,0,0,0,0
306,391,294,342,116,256,-99,0,0,0,0,0,0,0,0,0
445,147,156,297,134,242,59,0,0,0,0,0,0,0,0,0
65,77,100,476,0,0,0,0,0,0,0,0,0,0,0,0
412,15,408,404,239,412,0,0,0,0,0,0,0,0,0,0
400,299,109,321,93,280,0,0,0,0,0,0,0,0,0,0
313,311,199,5,206,0,0,0,0,0,0,0,0,0,0,0
159,389,407,21,203,405,0,0,0,0,0,0,0,0,0,0
301,327,14,42,301,0,0,0,0,0,0,0,0,0,0,0
213,363,68,281,435,281,213,0,0,0,0,0,0,0,0,0
468,154,54,361,233,0,0,0,0,0,0,0,0,0,0,0
155,402,469,324,45,0,0,0,0,0,0,0,0,0,0,0
330,479,136,76,269,214,28,0,0,0,0,0,0,0,0,0
352,471,429,236,246,0,0,0,0,0,0,0,0,0,0,0
451,465,92,427,0,0,0,0,0,0,0,0,0,0,0,0
439,32,341,411,439,447,308,0,0,0,0,0,0,0,0,0
244,373,183,424,204,409,182,25,25,0,0,0,0,0,0,0
431,173,46,431,0,0,0,0,0,0,0,0,0,0,0,0
2,71,265,470,356,2,0,0,0,0,0,0,0,0,0,0
118,220,96,220,355,0,0,0,0,0,0,0,0,0,0,0
105,472,368,449,452,232,0,0,0,0,0,0,0,0,0,0
47,160,168,141,0,0,0,0,0,0,0,0,0,0,0,0
397,144,350,49,193,127,146,178,0,0,0,0,0,0,0,0
336,236,354,261,190,325,372,419,0,0,0,0,0,0,0,0
433,260,172,350,265,419,86,0,0,0,0,0,0,0,0,0
238,110,352,402,60,110,0,0,0,0,0,0,0,0,0,0
124,181,344,285,155,350,0,0,0,0,0,0,0,0,0,0
322,227,367,187,405,322,0,0,0,0,0,0,0,0,0,0
141,13,30,19,244,126,325,0,0,0,0,0,0,0,0,0
395,328,148,94,395,0,0,0,0,0,0,0,0,0,0,0
11,20,103,42,-99,0,0,0,0,0,0,0,0,0,0,0
201,217,83,346,459,0,0,0,0,0,0,0,0,0,0,0
235,426,466,-99,162,0,0,0,0,0,0,0,0,0,0,0
72,115,369,436,0,0,0,0,0,0,0,0,0,0,0,0
97,56,67,224,-99,394,477,405,0,0,0,0,0,0,0,0
331,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,422,345,242,0,0,0,0,0,0,0,0,0,0,0,0
294,359,264,123,0,0,0,0,0,0,0,0,0,0,0,0
398,476,17,303,177,476,378,0,0,0,0,0,0,0,0,0
410,28,356,379,394,134,106,0,0,0,0,0,0,0,0,0
165,391,39,468,0,0,0,0,0,0,0,0,0,0,0,0
429,267,23,-99,167,228,0,0,0,0,0,0,0,0,0,0
470,197,418,0,0,0,0,0,0,0,0,0,0,0,0,0
142,292,119,-99,117,248,0,0,0,0,0,0,0,0,0,0
326,196,353,76,315,0,0,0,0,0,0,0,0,0,0,0
209,374,73,348,277,0,0,0,0,0,0,0,0,0,0,0
70,293,40,240,0,0,0,0,0,0,0,0,0,0,0,0
205,297,250,310,443,269,0,0,0,0,0,0,0,0,0,0
283,182,115,0,0,0,0,0,0,0,0,0,0,0,0,0
478,7,355,438,356,95,15,0,0,0,0,0,0,0,0,0
139,424,239,-99,21,139,0,0,0,0,0,0,0,0,0,0
15,212,183,444,58,170,0,0,0,0,0,0,0,0,0,0
339,189,135,418,221,303,360,0,0,0,0,0,0,0,0,0
121,300,239,462,268,0,0,0,0,0,0,0,0,0,0,0
94,113,129,222,175,13,0,0,0,0,0,0,0,0,0,0
81,26,470,237,193,147,75,440,0,0,0,0,0,0,0,0
194,111,463,295,128,166,-99,0,0,0,0,0,0,0,0,0
293,317,224,358,415,202,0,0,0,0,0,0,0,0,0,0
288,217,304,-99,6,317,0,0,0,0,0,0,0,0,0,0
472,247,445,62,2,392,119,0,0,0,0,0,0,0,0,0
